texto,siglaTipo
Dispõe sobre a instituição do Dia Nacional do Oficial do Ministério Público.,PLS
"Altera a Lei nº 4.595, de 31 de dezembro de 1964, que dispõe sobre a política e as instituições monetárias, bancárias e creditícias, cria o Conselho Monetário Nacional e dá outras providências, para limitar os juros de empréstimos na modalidade de cheque especial.",PLS
"Acrescenta ao Estatuto do Idoso ( Lei nº 10.741, de 1º de outubro de 2003) medidas urgentes de proteção para os casos de violência doméstica contra o idoso.",PLS
"Altera a Lei nº 10.406, de 10 de janeiro de 2002, e a Lei nº 6.015, de 31 de dezembro de 1973, para disciplinar o instituto da multipropriedade.",PLS
Institui o Programa de Regularização Tributária junto à Secretaria da Receita Federal do Brasil e à Procuradoria-Geral da Fazenda Nacional.,MPV
"Altera a Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social, e a Lei nº 11.907, de 2 de fevereiro de 2009, que dispõe sobre a reestruturação da composição remuneratória da Carreira de Perito Médico Previdenciário e da Carreira de Supervisor Médico-Pericial, e institui o Bônus Especial de Desempenho Institucional por Perícia Médica em Benefícios por Incapacidade.",MPV
"Cria a Secretaria-Geral da Presidência da República e o Ministério dos Direitos Humanos, altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, e dá outras providências.",MPV
"Abre crédito extraordinário, em favor do Ministério da Defesa, no valor de R$ 100.000.000,00, para os fins que especifica.",MPV
"Altera a Constituição Federal para estabelecer a aplicação do teto remuneratório a cada cargo público separadamente, no caso de acumulação lícita.",PEC
Altera o § 1º do art. 31 e o art. 75 da Constituição Federal para estabelecer os Tribunais de Contas como órgãos permanentes e essenciais ao controle externo da administração pública.,PEC
"Altera o art. 86 para assegurar imunidade relativa aos possíveis ocupantes do cargo de Presidente da República, assim como para garantir a independência e a harmonia entre os Poderes.",PEC
"Altera a redação do art. 121 da Constituição Federal, para estabelecer que os membros da Justiça Eleitoral não poderão ter tido filiação partidária nos dois anos anteriores à posse no cargo ou ao início do exercício da função.",PEC
Altera o art. 2º da Constituição Federal para estabelecer vedação absoluta à ocupação de funções de chefia de Poder por réus em processo penal.,PEC
"Altera os arts. 21, 22, 42 e 144 da Constituição e o Ato das Disposições Constitucionais Transitórias (ADCT) para federalizar os órgãos de segurança pública.",PEC
"Acrescenta o art. 22-A na Lei nº 8.981, de 20 de janeiro de 1995, para prever a possibilidade de atualizar a 31 de dezembro de 2016 o custo de aquisição de bens e direitos sujeitos à tributação do ganho de capital mediante a incidência de alíquota reduzida.",PLS
Dispõe sobre os crimes de responsabilidade e as respectivas normas de processo e julgamento.,PLS
"Altera o art. 135 da Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), para disciplinar o processo administrativo de aferição da responsabilidade tributária dos diretores, gerentes ou representantes de pessoas jurídicas de direito privado.",PLS
Dispõe sobre a Política Nacional de Gestão de Riscos Agropecuários,PLS
"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, e revoga a Lei nº 13.290, de 23 de maio de 2016, que torna obrigatório o uso, nas rodovias, de farol baixo aceso durante o dia e dá outras providências.",PLS
Denomina a BR-319 entre os municípios de Porto Velho (RO) e Manaus (AM) de Rodovia “Jornalista Phelippe Daou”.,PLS
"Dispõe sobre a Política Nacional de Saúde Bucal no âmbito do Sistema Único de Saúde (SUS) e altera a Lei nº 8.080, de 19 de setembro de 1990, para incluir a saúde bucal no campo de atuação do SUS.",PLS
"Dispõe sobre a obrigatoriedade de os rótulos dos refrigerantes conterem texto de advertência sobre o malefício do consumo abusivo do refrigerante, bem como a proibição de sua comercialização em estabelecimentos escolares de educação básica.",PLS
"Regula a decretação de sigilo nos autos de procedimentos de investigação e de processos judiciais, nos termos dos arts. 5º, LX, e 93, IX, da Constituição da República Federativa do Brasil de 1988.",PLS
"Acresce § 2º ao art. 204 da Lei nº 5.172, de 25 de outubro de 1966 – Código Tributário Nacional, para vedar o registro de créditos inscritos em Dívida Ativa da União, dos Estados, do Distrito Federal e dos Municípios em cadastros de inadimplentes mantidos por entidades privadas.",PLS
"Altera o Decreto-Lei no 201, de 27 de fevereiro de 1967, para definir crimes de responsabilidade de secretários municipais e de titulares de órgãos municipais de procuradoria jurídica e de controle interno.",PLS
"Altera a Lei nº 9.504, de 30 de setembro de 1997, para ampliar o tempo de propaganda eleitoral nas eleições proporcionais e vedar a utilização de imagens externas, montagens e trucagens.",PLS
"Acrescenta o art. 118-A à Lei nº 8.213, de 24 de julho de 1991, para conceder garantia de emprego ao segurado com câncer que perceber auxílio-doença, acidentário ou não.",PLS
"Altera o art. 22 da Lei no 7.102, de 20 de junho de 1983, para permitir que o vigilante, quando em serviço, possa portar pistola calibre .40 polegada e, quando empenhado em transporte de valores, fuzil 5,56mm, desde que tenha sido aprovado em treinamento de manuseio esses armamentos, assim como prever que qualquer armamento utilizado por vigilante seja de fabricação nacional.",PLS
"Isenta de taxas a emissão da segunda via de documentos furtados ou roubados, mas mantém a cobrança de taxas de emissão da segunda via de documentos perdidos.",PLS
Altera o Código de Processo Penal para prever medida cautelar diversa da prisão para o caso de investigado ou acusado por crime de estupro consistente na proibição do exercício de atividade profissional que aumente o risco de nova infração.,PLS
"Altera a Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências, para elevar para 24 anos o limite de idade para os filhos perceberem o benefício de pensão por morte.",PLS
"Altera a Lei nº 8.176, de 8 de fevereiro de 1991, para tornar crime contra a ordem econômica o não repasse imediato, ao consumidor, da diminuição de preço dos combustíveis realizada pela refinaria.",PLS
Torna obrigatória a disponibilização de balanças de precisão em estabelecimentos varejistas que comercializem produtos lacrados a fim de possibilitar a conferência pelos consumidores.,PLS
Dispõe sobre cobrança em estacionamento rotativo de veículos automotores.,PLS
"Revogam-se os §§ 2º e 3º do art. 2º da Lei nº 8.844, de 20 de janeiro de 1994, com redação alterada pela Lei nº 9.467, de 10 de julho de 1997.",PLS
"Altera as Leis nos 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, e 9.615, de 24 de março de 1998, que institui normas gerais do desporto e dá outras providências, para incentivar e desenvolver o desporto nos sistemas de ensino.",PLS
"Acrescenta os §§ 3º e 4º ao art. 895 e os §§ 9º e 10 ao art. 897, ambos da Consolidação das Leis do Trabalho – CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para determinar o não cabimento de recurso ordinário e de agravo de petição em desfavor de decisão em consonância com súmula do Tribunal Superior do Trabalho (TST) e do Supremo Tribunal Federal (STF); com súmula Vinculante do STF; com decisão proferida pelo STF em sede de repercussão geral e com decisão proferida pelo TST e pelo STF em sede de recurso repetitivo.",PLS
"Altera o art. 658 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para vedar a promoção, em primeira instância, e o acesso aos Tribunais Regionais do Trabalho e ao Tribunal Superior do Trabalho (TST) do magistrado que desrespeitar súmula vinculante do Supremo Tribunal Federal (STF); decisão proferida em sede de repercussão geral pelo STF e decisão proferida em sede de recurso repetitivo pelo STF, pelo Superior Tribunal de Justiça (STJ) e pelo Tribunal Superior do Trabalho (TST).",PLS
"Altera a Lei nº 8.989, de 24 de fevereiro de 1995, para estender a todas as pessoas com deficiência a isenção do Imposto sobre Produtos Industrializados (IPI) incidente sobre a aquisição de automóveis.",PLS
"Modifica o art. 6º da Lei Complementar nº 105, de 10 de janeiro de 2001, que dispõe sobre o sigilo das operações de instituições financeiras e dá outras providências, para permitir a membros do Ministério Público, autoridades e servidores do controle externo e interno da União, dos Estados, do Distrito Federal e dos Municípios o exame de documentos, livros e registros de instituições financeiras referentes a pessoas físicas e jurídicas que contratem com o Poder Público, recebam transferências voluntárias de recursos públicos, subsídios ou qualquer espécie de incentivo financeiro ou creditício envolvendo valores públicos.",PLS
"Dispõe sobre a proibição da extração, da importação, do transporte, do armazenamento e da industrialização do amianto e dos minérios e rochas que contenham silicatos hidratados, bem como a proibição da importação e da comercialização dos produtos que os utilizem como matéria-prima.",PLS
"Altera a Lei nº 8.069, de 13 de julho de 1990, que “dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências”, para estabelecer prazo máximo para a conclusão do procedimento de adoção após o início do estágio de convivência.",PLS
"Altera a Lei nº 9.456, de 25 de abril de 1997, que institui a Lei de Proteção de Cultivares para estender sua proteção à comercialização do produto final do processo de produção agrícola.",PLS
"Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para criminalizar o cadastramento do consumidor, sem a sua autorização expressa, em programa promocional realizado por instituição financeira.",PLS
"Altera a Lei nº 6.360, de 23 de setembro de 1976, que dispõe sobre a vigilância sanitária a que ficam sujeitos os medicamentos, as drogas, os insumos farmacêuticos e correlatos, cosméticos, saneantes e outros produtos, e dá outras providências, para permitir alterações nas embalagens e na composição de medicamentos, após o seu registro, sem autorização prévia da autoridade sanitária, nos casos que especifica.",PLS
"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para permitir o transporte de arma de fogo municiada, pelo atirador esportivo, nos trajetos entre a residência e o clube de tiro ou local de competição.",PLS
Prorroga o prazo para utilização do Regime Especial de Tributação para Desenvolvimento da Atividade de Exibição Cinematográfica - RECINE.,MPV
Transforma a Autoridade Pública Olímpica - APO na Autoridade de Governança do Legado Olímpico - AGLO e dá outras providências.,MPV
"Altera a Lei nº 7.889, de 23 de novembro de 1989, que dispõe sobre a inspeção sanitária e industrial dos produtos de origem animal.",MPV
"Estabelece prazo para a correção dos valores referentes ao percentual de aplicação mínimo obrigatório de que trata o caput do art. 69 da Lei nº 9.394, de 20 de dezembro de 1996, para os recursos recebidos em decorrência da Lei nº 13.254, de 13 de janeiro de 2016.",MPV
"Garante vaga na Mesa da Câmara dos Deputados, do Senado Federal, da Câmara Legislativa do Distrito Federal, das Assembleias Legislativas e das Câmaras Municipais para parlamentar do sexo feminino.",PEC
"Altera a Constituição Federal, para garantir a participação de pessoas de ambos os sexos nas listas tríplices e sêxtuplas destinadas à escolha dos membros dos tribunais judiciários, dos tribunais de contas e dos Procuradores-Gerais do Ministério Público.",PEC
"Insere artigo no Ato das Disposições Constitucionais Transitórias, para criar o Fundo Nacional do Esporte - FUNDESPORTE.",PEC
Acrescenta § 1º ao art. 105 da Constituição Federal e renumera o atual parágrafo único.,PEC
"Altera o § 2º do art. 239 da Constituição Federal, para determinar que o trabalhador, o servidor público e o militar que preencham os requisitos para se aposentar ou passar para a reserva remunerada, mas que optem por permanecer em atividade, possam sacar os valores depositados nas suas contas individuais do Programa de Integração Social (PIS) e do Programa de Formação do Patrimônio do Servidor Público (PASEP).",PEC
"Dispõe sobre a duração do trabalho normal que não poderá ser superior a seis horas diárias e trinta semanais, nas condições que especifica.",PEC
"Altera os artigos 73 e 92 da Constituição para estabelecer critérios para a nomeação de ministros do Tribunal de Contas da União e tribunais superiores do Poder Judiciário, e assegurar a alternância de sexo nessa nomeação.",PEC
"Altera a Lei nº 9.504, de 30 de setembro de 1997, para regulamentar as vedações no período eleitoral.",PLS
Altera a Lei de Execução Penal para prever a possibilidade de o juiz aplicar multa à pessoa jurídica que administra o estabelecimento penal em caso de desvio ou excesso da execução penal.,PLS
"Altera a Lei nº 12.865, de 9 de outubro de 2013, para dispor sobre medidas de segurança e responsabilidade no uso do cartão magnético nos arranjos de pagamentos em funcionamento no País.",PLS
"Altera a Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para estabelecer os deveres do fornecedor de serviços de prestação continuada na hipótese de recebimento de pagamento a maior ou em duplicidade.",PLS
"Acrescenta os §§ 1° e 2° ao art. 39 da Lei n° 7.210, de 11 de julho de 1984, para determinar que o Juiz da execução penal proceda a habilitação da vítima nas ações de natureza indenizatória promovidas pelo condenado.",PLS
Determina que as bulas de medicamentos tragam advertência dirigida aos atletas sobre sua obrigação de consultar a lista atualizada de substâncias e métodos proibidos antes de consumir medicamentos.,PLS
"Altera a Lei nº 9.504, de 30 de setembro de 1997, para dispor sobre a responsabilidade civil e penal pela divulgação de pesquisas fraudulentas.",PLS
"Altera o Decreto-Lei no 2.848, de 7 de dezembro de 1940 – Código Penal, para criminalizar a prática do aborto em qualquer fase da gestação.",PLS
"Altera a Lei n° 9.503, de 23 de setembro de 1997, e a Lei n° 9.602, de 21 de janeiro de 1998, para destinar parcela da receita arrecadada com a cobrança de multas de trânsito à premiação de condutores que não tenham cometido infração de trânsito.",PLS
"Altera o art. 387, inciso IV, do Decreto-Lei nº 3.689 de 3 de outubro de 1941, a fim de estabelecer que o Juiz, ao proferir a sentença penal condenatória, fixará o valor mínimo para a reparação dos danos materiais e morais causados pela infração, independentemente de pedido específico.",PLS
"Altera a Lei nº 11.282, de 23 de fevereiro de 2006, que anistia os trabalhadores da Empresa Brasileira de Correios e Telégrafos – ECT punidos em razão da participação em movimento grevista.",PLS
Regulamenta o exercício das profissões de transcritor e de revisor de textos em braille.,PLS
Proíbe a cobrança de contribuição sindical de servidores públicos que não sejam filiados a sindicato da categoria profissional.,PLS
"Altera a Lei nº 11.445, de 5 de janeiro de 2007, para conceder, durante cinco exercícios financeiros, créditos relativos à Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público (Contribuição para o PIS/PASEP) e à Contribuição para o Financiamento da Seguridade Social (COFINS), de modo a estimular o aumento do volume de investimentos das pessoas jurídicas sujeitas ao Regime Especial de Incentivos para o Desenvolvimento do Saneamento Básico (REISB).",PLS
"Altera a Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências, para prever a oferta de transporte à mãe e a seus filhos recém-nascidos.",PLS
Dispõe sobre o regime jurídico da multipropriedade.,PLS
"Altera a Lei Complementar nº 101, de 4 de maio de 2000, que estabelece normas de finanças públicas voltadas para a responsabilidade na gestão fiscal e dá outras providências para regulamentar a transição administrativa dos Poderes Executivos.",PLS
"Altera a Lei nº 6.360, de 23 de setembro de 1976, para liberar e autorizar o registro de medicamento estrangeiro destinado ao tratamento de doenças raras não havendo produto similar no país e devidamente prescrito por profissional de saúde.",PLS
"Altera a Lei nº 10.257, de 10 de julho de 2001, (Estatuto da Cidade), para dispor sobre as operações urbanas consorciadas.",PLS
"Altera a Lei nº 9.503, de 23 de setembro de 1997, para possibilitar a realização dos exames necessários à obtenção da habilitação para conduzir veículo automotor e elétrico, exceto a prova prática, nos três meses anteriores ao preenchimento do critério da idade.",PLS
"Acrescenta o art. 3º-A à Consolidação das Leis do Trabalho – CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre a vedação de qualquer discriminação de sexo quanto à condição de empregado e ao pagamento de salário.",PLS
"Altera a Lei nº 9.096, de 19 de setembro de 1995, para aplicar aos partidos políticos as normas legais sobre responsabilidade objetiva e compliance e estimular no plano interno código de conduta e programa de integridade e auditoria.",PLS
"Altera o inciso XIV da Lei nº 7.713, de 22 de dezembro de 1988, com a redação dada pela Lei nº 8.541, de 23 de dezembro de 1992, para incluir entre os rendimentos isentos do imposto de renda os proventos recebidos por portadores do mal de Alzheimer.",PLS
"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para agravar a pena para quem extrair recursos minerais sem a competente autorização, permissão, concessão ou licença, ou em desacordo com a obtida.",PLS
"Altera a Lei nº 6.015, de 31 de dezembro de 1973, para estender aos imóveis rurais de até quinze módulos fiscais a garantia de isenção dos custos financeiros dos serviços técnicos necessários à identificação por de meio de georreferenciamento nos casos de desmembramento, parcelamento ou remembramento, e nos autos judiciais que versem sobre imóveis rurais.",PLS
"Altera a Lei nº 9.433, de 8 de janeiro de 1997, para incluir a segurança hídrica no âmbito da Política Nacional de Recursos Hídricos.",PLS
"Altera a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar o controle social na prestação dos serviços de abastecimento de água potável.",PLS
Institui normas gerais para a revitalização da bacia hidrográfica do rio Parnaíba.,PLS
Institui a Lei Geral do Esporte.,PLS
Cria o vale-cultura do servidor público federal.,PLS
"Altera a Lei nº 9.472, 16 de julho de 1997, que dispõe sobre a organização dos serviços de telecomunicações, a criação e funcionamento de um órgão regulador e outros aspectos institucionais, nos termos da Emenda Constitucional nº 8, de 1995, para dispor sobre o direito de o usuário bloquear o uso do telefone celular em caso de furto, roubo ou extravio, assegurada a manutenção do código de acesso.",PLS
"Altera o Código Penal e a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), que dispõe sobre as sanções aplicáveis aos agentes públicos nos casos de enriquecimento ilícito no exercício do mandato, cargo, emprego ou função na administração pública direta, indireta ou fundacional e dá outras providências, para reforçar medidas contra a improbidade e a corrupção.",PLS
"Altera os arts. 392 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, 71 e 71-A da Lei nº 8.213, de 24 de julho de 1991, para majorar o prazo da licença-maternidade, de 120 para 180 dias, e permitir ao pai acompanhar a mãe do nascituro nas consultas e exames durante a gravidez.",PLS
"Altera a Lei nº 9.784, de 29 de janeiro de 1999, para disciplinar a edição de atos de caráter normativo pelas agências reguladoras.",PLS
"Altera a redação do art. 23, IX, da Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral), para dispor sobre o poder normativo do Tribunal Superior Eleitoral.",PLS
"Altera a Lei nº 12.305, de 2 de agosto de 2010, para incluir óleos e gorduras de uso culinário como produtos do sistema de logística reversa.",PLS
"Altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos privados de assistência à saúde, para estabelecer o controle dos reajustes das mensalidades dos planos coletivos, assegurar a ampliação da oferta de planos individuais de assistência à saúde e regulamentar as rescisões contratuais unilaterais de planos coletivos por adesão.",PLS
"Altera as Leis nº 9.656, de 3 de junho de 1998 (Lei dos Planos de Saúde), e nº 9.961, de 28 de janeiro de 2000 (Lei de Criação da Agência Nacional de Saúde Suplementar – ANS), para dispor sobre a ampliação da cobertura assistencial ao recém-nascido.",PLS
"Altera a Lei nº 7.291, de 19 de dezembro de 1984, para prever a possibilidade de exploração de apostas em competições de hipismo.",PLS
Dispõe sobre a obrigatoriedade de as ambulâncias de resgate (Unidades de Suporte Básico de Vida Terrestre – USB) do Serviço de Atendimento Móvel de Urgência (SAMU) prestarem atendimento com o número mínimo de três tripulantes devidamente habilitados ao socorro das vítimas.,PLS
"Dispõe sobre a relação entre o Tesouro Nacional e o Banco Central do Brasil, nos termos do disposto nos arts. 163, 164, 165, § 9º, e 192 da Constituição Federal.",PLS
"Estabelece regras gerais para a Administração Pública no processo administrativo de caráter sancionador pecuniário e/ou de obrigação de fazer/não fazer, condicionando sua eficácia a confirmação por colegiado e dá outras providências.",PLS
"Altera a Lei nº 13.146, de 6 de julho de 2015, que “institui a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência)”, para estabelecer regra transitória de reconhecimento da condição de pessoa com deficiência.",PLS
Define os crimes de abuso de autoridade e dá outras providências.,PLS
Altera a legislação eleitoral para instituir o voto distrital misto nas eleições proporcionais.,PLS
"Altera a Lei nº 10.826, de 22 de dezembro de 2003, para assegurar o porte de trânsito com armas municiadas aos atiradores desportivos.",PLS
"Altera a Lei nº 12.810, de 15 de maio de 2013, para dispor sobre a constituição de gravames e ônus sobre ativos financeiros e valores mobiliários objeto de registro ou de depósito centralizado.",MPV
"Altera a Lei nº 6.015, de 31 de dezembro de 1973, que dispõe sobre os registros públicos.",MPV
"Institui a Taxa de Longo Prazo - TLP, dispõe sobre a remuneração dos recursos do Fundo de Participação PIS-Pasep, do Fundo de Amparo ao Trabalhador e do Fundo da Marinha Mercante e dá outras providências.",MPV
"Altera a Constituição Federal, para estabelecer que a submissão de pessoa a condição análoga à escravidão constitui crime imprescritível.",PEC
"Acrescenta o § 8º ao art. 218 da Constituição Federal para instituir o Plano Nacional de Ciência, Tecnologia e Inovação.",PEC
"Altera o § 1º art. 10 do Ato das Disposições Constitucionais e Transitórias, para dispor sobre a licença-maternidade compartilhada.",PEC
"Altera a Lei nº 9.099, de 26 de setembro de 1995, para determinar a obrigatoriedade de manifestação, em audiência de conciliação, sobre pedido de antecipação de tutela formulado na petição inicial.",PLS
"Cria o Prêmio Cidade Acessível, destinado aos municípios mais bem colocados na classificação de avaliação do cumprimento das disposições da Lei nº 13.146, de 6 de julho de 2015, que institui a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência).",PLS
Dispõe sobre a criação de Zona Franca no Estado do Espírito Santo.,PLS
"Altera os arts. 130, 134 e 145 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre as férias dos empregados, e dá outras providências.",PLS
"Acrescenta parágrafo único ao art. 473 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para vedar o desconto do atestado de comparecimento.",PLS
"Altera as Leis nº 8.212 e 8.213, de 24 de julho de 1991, e nº 11.788, de 25 de setembro de 2008, para dispor sobre a anotação do estágio na Carteira do Trabalho e da Previdência Social e da inclusão do estagiário como contribuinte individual da Previdência Social.",PLS
"Altera a Lei nº 10.973, de 2 de dezembro de 2004, que dispõe sobre incentivos à inovação e à pesquisa científica e tecnológica no ambiente produtivo e dá outras providências, e a Lei nº 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas - RDC, para incentivar a criatividade, com o objetivo de fortalecer a economia criativa e as atividades econômicas que direta e indiretamente a compõem.",PLS
Altera a Lei 11.340/06 para prever em caso de reincidência demissão por justo motivo.,PLS
"Altera a Lei nº 9.985, de 18 de julho de 2000, que regulamenta o art. 225, § 1o, incisos I, II, III e VII da Constituição Federal, institui o Sistema Nacional de Unidades de Conservação da Natureza, para estabelecer a necessidade de anuência do Estado para criação ou alteração de unidades de conservação em seu território.",PLS
Altera a Lei 5.991/73 torna obrigatório o fracionamento de medicamentos na forma que estabelece.,PLS
Disciplina a veiculação de publicidade comercial nos serviços de radiodifusão sonora e de sons e imagens explorados por entidades estatais.,PLS
"Altera o art. 7º da Lei nº 12.965, de 23 de abril de 2014, para proibir a adoção de franquias de
      consumo na internet fixa.",PLS
"Altera a Lei nº 4.375, de 17 de agosto de 1964, para estabelecer o Serviço Militar para jovens economicamente incapazes.",PLS
Institui o Código de Processo do Trabalho,PLS
"Acrescenta o § 1º-A ao art. 312 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para criar causa de aumento de pena para o crime de peculato.",PLS
"Altera as leis nº 7.116, de 29 de agosto de 1983, e nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para prever o uso de fotografia de identificação com elemento tradicional que exprima a identidade do indivíduo.",PLS
"Altera o art. 40 da Lei nº 6.830, de 22 de setembro de 1980, que dispõe sobre a cobrança judicial da Dívida Ativa da Fazenda Pública, para extinguir os juros e as multas de mora nas execuções fiscais suspensas em razão da não localização de bens do devedor sobre os quais possa recair a penhora.",PLS
"Acrescenta o art. 25-B na Lei nº 8.212, de 24 de julho de 1991, para prever a possibilidade de escolha por parte do agricultor fazer a opção pelo recolhimento da contribuição para a seguridade social, que incidirá sobre a receita bruta ou sobre a folha de salários.",PLS
"Modifica o art. 2º da Lei nº 10.848, de 15 de março de 2004, que dispõe sobre a comercialização de energia elétrica, altera as Leis nos 5.655, de 20 de maio de 1971, 8.631, de 4 de março de 1993, 9.074, de 7 de julho de 1995, 9.427, de 26 de dezembro de 1996, 9.478, de 6 de agosto de 1997, 9.648, de 27 de maio de 1998, 9.991, de 24 de julho de 2000, 10.438, de 26 de abril de 2002, e dá outras providências, para incluir, no ambiente de contratação regulada, processos licitatórios de energia elétrica produzida em empreendimentos com mais de um tipo de fonte renovável de geração.",PLS
"Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), e a Lei nº 9.504, de 30 de setembro de 1997 (Lei da Eleições), para extinguir a propaganda partidária gratuita o horário eleitoral gratuito no rádio e na televisão.",PLS
"Denomina ""Aeroporto Internacional de Viracopos/Campinas – Governador Orestes Quércia"" ao aeroporto da cidade de Campinas, Estado de São Paulo.",PLS
"Altera a Lei nº 9.472, de 16 de julho de 1997, para garantir ao usuário dos serviços de telecomunicações o direito de acumular e usufruir, a qualquer tempo, o saldo do volume de dados de sua conexão à internet em banda larga móvel não consumido no mês contratado.",PLS
"Altera a Lei nº 8.389, de 30 de dezembro de 1991, para dispor sobre a composição e o processo de escolha dos membros do Conselho de Comunicação Social, órgão auxiliar do Congresso Nacional.",PLS
"Altera a Lei nº 8.394, de 30 de dezembro de 1991, que dispõe sobre a preservação, organização e proteção dos acervos documentais privados dos Presidentes da República e dá outras providências, para tornar expresso seu objeto, especificar as atividades abrangidas pelo regime jurídico que cria e fixar critérios para identificação dos bens aptos a integrar o acervo patrimonial privado do Presidente e ex-Presidentes da República.",PLS
"Acrescenta os artigos 14-A a H, no Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, que dispõem sobre a nova sistemática do interrogatório em sede policial.",PLS
"Altera o art. 61 da Lei nº 7.210, de 11 de julho de 1984 – Lei de Execução Penal, bem como acrescenta novos dispositivos para dispor sobre as Ouvidorias.",PLS
"Altera os artigos 33, 35, 40 e 44 da Lei nº 11.343, de 23 de agosto de 2006, e dá outras providências.",PLS
"Regulamenta o art. 41, § 1º, III, da Constituição Federal, para dispor sobre a perda do cargo público por insuficiência de desempenho do servidor público estável.",PLS
"Acrescenta o § 1º-A ao art. 32 da Lei nº 7.210, de 11 de julho de 1984 – Lei de Execução Penal –, para incentivar o cultivo de hortas orgânicas nos estabelecimentos penais brasileiros.",PLS
"Altera os artigos 155 e 157 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal.",PLS
"Altera o art. 17 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, para fixar prazo peremptório para a conclusão de investigação preliminar no processo penal e dá outras providências.",PLS
Dispõe sobre os tratamentos de saúde custeados pelo Sistema Único de Saúde no exterior.,PLS
"Altera o art. 155 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, para definir hipótese de delimitação de valoração de prova, em situação que envolva prisão e custódia do imputado.",PLS
"Altera a Lei nº 6.538, de 22 de junho de 1978, para assegurar a qualquer logradouro, em área rural ou urbana, o respectivo código de endereçamento postal.",PLS
"Altera a Lei nº 13.146, de 6 de julho de 2015, que “institui a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência)”, para garantir às pessoas com deficiência a reserva de duas vagas gratuitas no transporte coletivo terrestre, aquaviário e aéreo.",PLS
"Altera dispositivos da Lei nº 9.696, de 1º de setembro de 1998, para fixar o valor do piso salarial dos profissionais de Educação Física e dá outras providências.",PLS
"Altera o § 1º do art. 110 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, para extinguir o instituto da prescrição retroativa.",PLS
"Altera a Lei nº 9.784, de 29 de janeiro de 1999, para dispor sobre os efeitos do silêncio da administração no processo administrativo.",PLS
"Dispõe sobre o parcelamento de débitos junto à Fazenda Nacional relativos às contribuições previdenciárias de responsabilidade dos Estados, do Distrito Federal e dos Municípios.",MPV
"Acrescenta o art. 212-A à Constituição Federal, para tornar permanente o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação – FUNDEB, e revoga o art. 60 do Ato das Disposições Constitucionais Transitórias.",PEC
Altera a Constituição Federal para instituir o voto facultativo nas eleições.,PEC
Altera o art. 62 da Constituição Federal para vedar a edição de medidas provisórias sobre diretrizes e bases da educação nacional.,PEC
