NÚMERO CONVÊNIO,NOME MUNICÍPIO,OBJETO DO CONVÊNIO,NOME ÓRGÃO SUPERIOR
856455,DIRCEU ARCOVERDE,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DE AGUA NA ZONA RURAL DO MUNICIPIO DE DIRCEU ARCOVERDE-PI.,Ministério da Saúde
856456,PAJEU DO PIAUI,Implantacao de Sistema de Abastecimento de Agua na zona rural de Pajeu do Piaui -PI.,Ministério da Saúde
856457,COCAL DE TELHA,Implantacao de Sistemas de Abastecimento de Agua na zona rural do municipio de Cocal de Telha - PI,Ministério da Saúde
856459,NOSSA SENHORA DE NAZARE,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO D'AGUA EM AREAS RURAIS E COMUNIDADES TRADICIONAIS NO MUNICIPIO DE NOSSA SENHORA DE NAZARE - PI.,Ministério da Saúde
856461,PEDRO II,Implantacao de sistema de abastecimento de agua em comunidades rurais do Municipio de Pedro II-PI,Ministério da Saúde
856462,PAULISTA,"Objetivo geral: Mobilizar e sensibilizar a sociedade e suas representacoes para a adocao de condutas e comportamentos para o enfrentamento ao Aedes aegypti numa perspectiva da reducao de casos e os impactos sobre o Sistema Unico de Saude  SUS.Objetivos especificos: Instrumentalizar a sociedade com conceitos e informacoes tecnicas sobre possiveis criadouros e focos do mosquito Aedes aegypti nos domicilios, visando a s",Ministério da Saúde
856464,AMARANTE,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE AMARANTE-PI.,Ministério da Saúde
856465,SAO JOSE DO SABUGI,Implantacao de Melhorias Habitacionais para controle da doenca de chagas no municipio de Sao Jose do Sabugi  PB,Ministério da Saúde
856466,MORRO DO CHAPEU DO PIAUI,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO D'AGUA EM AREAS RURAIS E COMUNIDADES TRADICIONAIS NO MUNICIPIO DE MORRO DO CHAPEU DO PIAUI - PI.,Ministério da Saúde
856467,PIRIPIRI,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO D'AGUA EM AREAS RURAIS E COMUNIDADES TRADICIONAIS NO MUNICIPIO DE PIRIPIRI - PI.,Ministério da Saúde
856468,BARRA D'ALCANTARA,IMPLANTACAO DO SISTEMA DE ABASTECIMENTO DE AGUA NAS COMUNIDADES RURAIS DO MUNICIPIO DE BARRAS D'ALCANTARA -PI,Ministério da Saúde
856469,SAO DOMINGOS DO MARANHAO,Implantacao de Melhorias Sanitarias Domiciliares.,Ministério da Saúde
856470,PAULO RAMOS,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
856473,BOM JARDIM,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
856474,SAO BRAZ DO PIAUI,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES EM COMUNIDADE RURAL NO MUNICIPIO DE SAO BRAZ DO PIAUI-PI.,Ministério da Saúde
856475,RIO TINTO,"Implantacao de Melhorias Habitacionais para o Controle da Doenca de Chagas, no municipio de Rio Tinto - PB.",Ministério da Saúde
856476,CAMPO ALEGRE DE LOURDES,Implantacao de Melhorias Habitacionais para o Controle da Doenca de Chagas para o municipio de Campo Alegre de Lourdes  BA.,Ministério da Saúde
856477,SAO JOSE DO PEIXE,Implantacao de Sistema de Abastecimento de Agua para zona rural no Municipio de Sao Jose do Peixe - PI,Ministério da Saúde
856478,CACIMBA DE DENTRO,Implantacao de Melhoria Habitacional para o Controle da Doenca de Chagas,Ministério da Saúde
856480,SANTA MARIA DA BOA VISTA,Implantacao de Sistema Simplificado de Abastecimento em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
856483,SAO FRANCISCO DE ASSIS DO PIAUI,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NA AREA RURAL DO MUNICIPIO DE SAO FRANCISCO DE ASSIS DO PIAUI - PI.,Ministério da Saúde
856484,SAO GONCALO DO GURGUEIA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NA AREA RURAL DO MUNICIPIO DE SAO GONCALO DO GURGUEIA - PI.,Ministério da Saúde
856487,SAO MIGUEL DA BAIXA GRANDE,Implantacao de Sistema de Abastecimento de Agua no Municipio de Sao Miguel da Baixa Grande - PI,Ministério da Saúde
856491,ENTRE RIOS,Implantacao de Sistema Simplificado de Abastecimento em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
856493,MILAGRES,Implantacao de Sistema Simplificado de Abastecimento em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
856494,COARACI,Implantacao de Sistema Simplificado de Abastecimento em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
856495,RIBEIRO GONCALVES,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE RIBEIRO GONCALVES-PI.,Ministério da Saúde
856496,SAO FRANCISCO DO PIAUI,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE SAO FRANCISCO DO PIAUI-PI.,Ministério da Saúde
856497,PARATINGA,Implantacao de Sistema Simplificado de Abastecimento em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
856499,SAO DOMINGOS,Implantacao de sistema de abastecimento de agua na zona rural do municipio de Sao Domingos/Bahia,Ministério da Saúde
856648,NOVA PETROPOLIS,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
856666,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
856677,SOROCABA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
856688,SAO PAULO,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
857002,SALVADOR,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
857321,MARAGOGI,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos,Ministério da Saúde
857322,CICERO DANTAS,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos,Ministério da Saúde
857323,POCOES,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
857324,INDIARA,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
857325,ITAUCU,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
857326,SILVANIA,Aquisicao de veiculo do tipo Caminhao compactador para coleta de Residuos Solidos para Municipio de Silvania - Go.,Ministério da Saúde
857327,CAMPOS BELOS,Aquisicao de veiculo do tipo compactado para coleta de Residuos Solidos para Municipio de Campos Belos- Go.,Ministério da Saúde
857328,IPORA,Aquisicao de veiculo do tipo compactador para coleta de Residuos Solidos para Municipio de Ipora - Go.,Ministério da Saúde
857329,PIRACANJUBA,Aquisicao de veiculo do tipo compactador para coleta de Residuos Solidos para Municipio de Piracanjuba- Go.,Ministério da Saúde
857330,PIRES DO RIO,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
857331,ALTO PARAISO DE GOIAS,Aquisicao de caminhao de lixo compactado para coleta convencional,Ministério da Saúde
857332,SANTA ROSA DE GOIAS,Aquisicao de veiculo Tipo Caminhao Compactador para coleta de residuos solidos para Municipio de Santa Rosa de Goias- Go.,Ministério da Saúde
857333,PONTALINA,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos,Ministério da Saúde
857334,ITAPIRAPUA,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
857335,GOIAS,Aquisicao de caminhao coletor compactador de lixo para o Municipio da Cidade de Goias - GO,Ministério da Saúde
857336,IVOLANDIA,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
857337,CAMPO LIMPO DE GOIAS,Aquisicao de Caminhao compactador de residuos solidos,Ministério da Saúde
857338,MATRINCHA,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos,Ministério da Saúde
857339,RIO QUENTE,Aquisicao de Veiculo do tipo Caminhao Compactador para Coleta Convencional de Residuos Solidos,Ministério da Saúde
857340,PALESTINA DE GOIAS,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos,Ministério da Saúde
857341,SANTA FE DE GOIAS,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos,Ministério da Saúde
857343,INACIOLANDIA,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
857344,JESUPOLIS,Aquisicao de veiculo do tipo caminhao compactador para coleta convencional de residuos solidos.,Ministério da Saúde
857345,BARAO DE GRAJAU,Aquisicao de veiculo do tipo caminhao compactador para coleta de residuos solidos.,Ministério da Saúde
857346,MARECHAL DEODORO,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Marechal Deodoro/AL,Ministério da Saúde
857347,SAO BRAS,"Implantacao de Melhorias Sanitarias Domiciliares - MSD, no Municipio de Sao Bras/AL.",Ministério da Saúde
857348,MATA GRANDE,"Implantacao de Melhorias Sanitarias Domiciliares - MSD, no Municipio de Mata Grande/AL.",Ministério da Saúde
857349,MARIBONDO,IMPLANTACOES DE MELHORIAS SANITARIAS DOMICILIARES MUNICIPIOS DE MARIBONDO-AL.,Ministério da Saúde
857350,IBATEGUARA,"Implantacao de Melhorias Sanitarias Domiciliares - MSD, no Municipio de Ibateguara/AL.",Ministério da Saúde
857351,CAPELA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de CAPELA-AL,Ministério da Saúde
857352,CANUTAMA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE CANUTAMA-AM,Ministério da Saúde
857353,SANTO ANTONIO DO ICA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES,Ministério da Saúde
857354,CAAPIRANGA,IMPLANTACAO DE MELHORIAS SANITARIAS NO MUNICIPIO DE CAAPIRANGA-AM,Ministério da Saúde
857355,BOCA DO ACRE,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE BOCA DO ACRE - AM,Ministério da Saúde
857356,PRESIDENTE TANCREDO NEVES,Implantacao de melhorias sanitarias domiciliares no municipio de Presidente Tancredo Neves  Bahia.,Ministério da Saúde
857357,TANQUE NOVO,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Tanque Novo/BA.,Ministério da Saúde
857358,BURITIRAMA,IMPLANTACAO DE  MELHORIAS  SANITARIAS DOMICILIARES  NO MUNICIPIO DE BURITIRAMA-BA.,Ministério da Saúde
857359,VARZEDO,Implantacao de melhorias sanitarias domiciliares no municipio de Varzedo/BA,Ministério da Saúde
857360,TANHACU,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Tanhacu/Ba.,Ministério da Saúde
857362,IBIASSUCE,Implantacao de melhorias sanitarias domiciliares no municipio de IBIASSUCE-BA.,Ministério da Saúde
857363,PILAO ARCADO,Implantacao de melhorias sanitarias domiciliares  no municipio de Pilao Arcado - Bahia,Ministério da Saúde
857364,UAUA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Uaua-Bahia.,Ministério da Saúde
857366,CANARANA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Canarana - BA.,Ministério da Saúde
857367,POTIRAGUA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de POTIRAGUA - BA.,Ministério da Saúde
857369,MARCIONILIO SOUZA,Implantacao de melhorias sanitarias domiciliares no municipio de Marcionilio Souza - Bahia.,Ministério da Saúde
857370,PLANALTINO,Implantacao de Melhorias Sanitarias Domiciliares no municipio Planaltino-Bahia.,Ministério da Saúde
857371,MARAGOGIPE,Implantacao de Melhorias Sanitarias Domiciliares no municipio  de Maragogipe-Ba.,Ministério da Saúde
857373,SANTALUZ,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Santaluz/BA.,Ministério da Saúde
857375,JEREMOABO,Implantacao de melhorias sanitarias domiciliares no municipio de JEREMOABO/ BA.,Ministério da Saúde
857376,RIBEIRA DO POMBAL,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Rieira do Pombal-BA,Ministério da Saúde
857377,TERRA NOVA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Terra Nova/BA,Ministério da Saúde
857379,GOVERNADOR MANGABEIRA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Governador Mangabeira-BA.,Ministério da Saúde
857380,VALENTE,Implantacao de melhorias sanitarias domiciliares no municipio de Valente-BA,Ministério da Saúde
857381,CANDIDO SALES,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Candido Sales-Bahia.,Ministério da Saúde
857382,PLANALTO,Implantacao de melhorias sanitarias domiciliares no municipio de PLANALTO - BA.,Ministério da Saúde
857383,PINTADAS,Implantacao de melhorias sanitarias domiciliares no municipio de Pintadas-BA.,Ministério da Saúde
857385,MARACAS,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Maracas-Ba.,Ministério da Saúde
857386,MIRANGABA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Mirangaba - Ba,Ministério da Saúde
857389,URUCUCA,Implantacao de Melhorias Sanitarias Domiciliares na cidade de  Urucuca-Ba,Ministério da Saúde
857391,POCOES,"Implantacao de Melhorias Sanitarias Domiciliares, no municipio de POCOES - BA.",Ministério da Saúde
857393,PONTO NOVO,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Ponto Novo - BA.,Ministério da Saúde
857394,CHAVAL,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Chaval/Ce,Ministério da Saúde
857395,UMARI,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Umari/CE.,Ministério da Saúde
857396,IBIAPINA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Ibiapina - Ce.,Ministério da Saúde
857397,CARIUS,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Carius/CE.,Ministério da Saúde
857398,CATARINA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Catarina/CE,Ministério da Saúde
857400,TAMBORIL,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Tamboril-CE,Ministério da Saúde
857402,CARNAUBAL,Implantacao de melhorias sanitarias domiciliares no municipio de CARNAUBAL/CE.,Ministério da Saúde
857403,UBAJARA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE UBAJARA - CE.,Ministério da Saúde
857404,TEJUCUOCA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE TEJUCUOCA - CE.,Ministério da Saúde
857405,CATUNDA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Catunda(CE).,Ministério da Saúde
857408,MUNDO NOVO,Sistema de Abastecimento de Agua em Areas Rurais no municipio de Mundo Novo-Go.,Ministério da Saúde
857409,DIVINOPOLIS DE GOIAS,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais.,Ministério da Saúde
857411,SANTA RITA DO ARAGUAIA,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais no municipio de Santa Rita do Araguaia-Go.,Ministério da Saúde
857412,CAMPOS BELOS,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais no municipio de Campos Belos-Go.,Ministério da Saúde
857413,MONTE ALEGRE DE GOIAS,Sistema de Abastecimento de Agua em Areas Rurais no municipio de Monte Alegre de Goias-Go.,Ministério da Saúde
857414,IPORA,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais no municipio de Ipora-Go.,Ministério da Saúde
857415,PIRACANJUBA,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857416,ARAGOIANIA,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857417,VARJAO,Sistema de Abastecimento de agua em comunidades rurais e tradicionais do municipio de Varjao - Go,Ministério da Saúde
857420,CAMPO ERE,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Campo Ere/SC,Ministério da Saúde
857421,PAPANDUVA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Papanduva-SC.,Ministério da Saúde
857423,CALMON,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Calmon/SC.,Ministério da Saúde
857424,TOMAR DO GERU,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Tomar do Geru/SE.,Ministério da Saúde
857425,PACATUBA,Implantacao de melhorias sanitarias domiciliares nomunicipio de PACATUBA-SE,Ministério da Saúde
857426,CEDRO DE SAO JOAO,Implantacao de melhorias sanitarias domiciliares no municipio de CEDRO DE SAO JOAO/SE.,Ministério da Saúde
857427,HERCULANDIA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE HERCULANDIA/SP,Ministério da Saúde
857428,OURO VERDE,Implantacao de melhorias sanitarias domiciliares no municipio de OURO VERDE-SP,Ministério da Saúde
857429,TABAPUA,Implantacao de melhorias sanitarias domiciliares no municipio de Tabapua/SP.,Ministério da Saúde
857431,CASA BRANCA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de CASA BRANCA/SP,Ministério da Saúde
857432,GUARANTA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE GUARANTA/SP,Ministério da Saúde
857433,UBIRAJARA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE UBIRAJARA/SP,Ministério da Saúde
857434,VARGEM GRANDE DO SUL,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE VARGEM GRANDE DO SUL/SP,Ministério da Saúde
857435,GUAREI,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Guarei/SP.,Ministério da Saúde
857437,SITIO NOVO DO TOCANTINS,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE SITIO NOVO DO TOCANTINS/TO.,Ministério da Saúde
857439,CHAPADA DE AREIA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES.,Ministério da Saúde
857440,CARMOLANDIA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Carmolandia-TO,Ministério da Saúde
857441,PALMEIRAS DO TOCANTINS,IMPLANTACAO DE MELHORIA SANITARIA DOMICILIARES NO MUNICIPIO DE PALMEIRAS DO TOCANTINS-TO.,Ministério da Saúde
857442,SANTA TEREZA DO TOCANTINS,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE SANTA TEREZA DO TOCANTINS/TO.,Ministério da Saúde
857443,CARIRI DO TOCANTINS,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de CARIRI DO TOCANTINS/TO.,Ministério da Saúde
857446,MEDEIROS NETO,IMPLANTACAO DE MELHORIAS HABITACIONAIS NO MUNICIPIO DE MEDEIROS NETO- BAHIA.,Ministério da Saúde
857450,URUPA,Implantacao de sistema de abastecimento de agua em areas rurais.,Ministério da Saúde
857452,BAGRE,Implantacao de Melhorias Sanitarias Domiciliares,Ministério da Saúde
857453,SANTA FE,Implantacao de sistema de abastecimento de agua em comunidades rurais do Municipio Santa Fe - PR,Ministério da Saúde
857457,SANTO ANTONIO DO TAUA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Santo Antonio do Taua -PA.,Ministério da Saúde
857459,OUREM,Implantacao de Melhorias Sanitarias Domiciliares nomunicipio de Ourem-PA,Ministério da Saúde
857461,TRAIRAO,Implantacao de melhorias sanitarias domiciliares no municipio de Trairao/PA.,Ministério da Saúde
857462,TERRA SANTA,Implantacao de melhorias sanitarias domiciliares no municipio de Terra Santa - Para.,Ministério da Saúde
857463,ALCANTIL,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Alcantil/PB,Ministério da Saúde
857464,SANTO ANDRE,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Santo Andre/PB.,Ministério da Saúde
857466,JOCA CLAUDINO,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Joca Claudino/Santarem - PB.,Ministério da Saúde
857468,FREI MARTINHO,Implantacao de melhorias sanitarias domiciliares nomunicipio de Frei Martinho-PB,Ministério da Saúde
857469,SUME,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Sume/PB.,Ministério da Saúde
857470,TEIXEIRA,Implantacao de melhorias Sanitarias Domiciliares no municipio de Teixeira-Pb,Ministério da Saúde
857471,JURU,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Juru-Pb.,Ministério da Saúde
857472,CARRAPATEIRA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Carrapateira/PB,Ministério da Saúde
857473,ALAGOINHA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Alagoinha/PB,Ministério da Saúde
857474,CACIMBA DE DENTRO,Implantacao de Melhorias Sanitarias Domiciliares nomunicipio de CACIMBA DE DENTRO-PB,Ministério da Saúde
857475,JERICO,Implantacao de melhorias sanitarias domiciliares nomunicipio de JERICO/PB,Ministério da Saúde
857476,AGUIAR,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Aguiar-Pb,Ministério da Saúde
857477,BOA VENTURA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Boa Ventura-PB,Ministério da Saúde
857478,IBIARA,Implantacao de melhorias Domiciliares no municipio de Ibiara-Pb,Ministério da Saúde
857479,CAMALAU,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Camalau/PB.,Ministério da Saúde
857481,JATOBA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de JATOBA/PE.,Ministério da Saúde
857482,JATAUBA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de JATAUBA/PE,Ministério da Saúde
857488,CAMPO GRANDE DO PIAUI,Implantacao de Melhorias Sanitarias Domiciliares no municipio de CAMPO GRANDE DO PIAUI - PI.,Ministério da Saúde
857489,CARIDADE DO PIAUI,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Caridade do Piaui-PI.,Ministério da Saúde
857490,JOAO COSTA,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857491,JUAZEIRO DO PIAUI,Implantacao de melhorias sanitarias domiciliares nomunicipio de JUAZEIRO DO PIAUI-PI,Ministério da Saúde
857492,JUREMA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE JUREMA-PI.,Ministério da Saúde
857495,CARACOL,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Caracol-PI.,Ministério da Saúde
857496,ANISIO DE ABREU,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857498,INHUMA,IMPLANTACAO DE SISTEMA DE ABASTECIMENTO D'AGUA EM AREAS RURAIS E COMUNIDADES TRADICIONAIS NO MUNICIPIO DE INHUMA - PI.,Ministério da Saúde
857499,PADRE MARCOS,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE PADRE MARCOS-PI.,Ministério da Saúde
857502,LUZILANDIA,"Sistema de Abastecimento de Agua emAreas Rurais e Comunidades Tradicionais, no municipio de Luzilandia - PI",Ministério da Saúde
857503,SANTA FILOMENA,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857505,BOM JESUS,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Bom Jesus-PI.,Ministério da Saúde
857506,BURITI DOS LOPES,Implantacao de Melhorias Sanitarias Domiciliares no municipio de BURITI DOS LOPES - PI.,Ministério da Saúde
857508,CAMPO MAIOR,Implantacao de melhorias salitrarias domiciliares no Municipio de Campo Maior - PI.,Ministério da Saúde
857509,CABECEIRAS DO PIAUI,Implantacao de Melhorias Sanitarias Domiciliares no municipio de CABECEIRAS DO PIAUI  PI,Ministério da Saúde
857510,CALDEIRAO GRANDE DO PIAUI,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Caldeirao Grande do Piaui-PI.,Ministério da Saúde
857511,COLONIA DO PIAUI,Implantacao de melhorias sanitarias domiciliares no municipio de COLONIA DO PIAUI/PI,Ministério da Saúde
857513,SANTA TEREZINHA DE ITAIPU,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE SANTA TEREZINHA DE ITAIPU/PR,Ministério da Saúde
857515,CAPANEMA,Convenio aguardando detalhamento das informações. Fonte: LC131.,Ministério da Saúde
857516,BOA VISTA DA APARECIDA,Sistema de Abastecimento Agua em Areas Rurais e Comunidades Tradicionais.,Ministério da Saúde
857517,TURVO,Implantacao de Modulos Sanitarios Domiciliares no Municipio de Turvo/PR,Ministério da Saúde
857518,SULINA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Sulina/PR,Ministério da Saúde
857519,CARAPEBUS,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Carapebus/RJ.,Ministério da Saúde
857520,CASIMIRO DE ABREU,Implantacao de melhorias sanitarias Domiciliares no Municipio de Casimiro de Abreu/RJ,Ministério da Saúde
857521,CARMO,Implantacao de Melhorias Sanitarias Domiciliares no municipio de CARMO/RJ.,Ministério da Saúde
857522,PARACAMBI,Implantacao de melhorias sanitarias domiciliares nomunicipio de PARACAMBI-RJ,Ministério da Saúde
857523,TIBAU,Implantacao de Melhorias Sanitarias Domiciliares do municipio de Tibau/RN.,Ministério da Saúde
857524,UPANEMA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Upanema/RN.,Ministério da Saúde
857525,CARNAUBA DOS DANTAS,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Carnauba dos Dantas - RN.,Ministério da Saúde
857526,JARDIM DE PIRANHAS,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Jardim de Piranhas/RN.,Ministério da Saúde
857527,SANTO ANTONIO,Implantacao de Melhorias Sanitarias Domiciliares.,Ministério da Saúde
857528,FRANCISCO DANTAS,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Francisco Dantas/RN.,Ministério da Saúde
857529,PARANA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Parana/RN.,Ministério da Saúde
857530,ALEXANDRIA,Implantacao de Melhorias Sanitarias Domiciliares - MSD,Ministério da Saúde
857531,TABOLEIRO GRANDE,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Taboleiro Grande/RN.,Ministério da Saúde
857532,GOIANINHA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Goianinha - RN.,Ministério da Saúde
857533,CARNAUBAIS,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Carnaubais/RN,Ministério da Saúde
857534,ALMINO AFONSO,CONSTRUCAO DE 25  BANHEIROS PELO PROGRAMA MSD FUNASA,Ministério da Saúde
857535,AGUA NOVA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Agua Nova/RN.,Ministério da Saúde
857537,CACAULANDIA,Implantacao de Melhorias Sanitarias Domiciliares  na Sede do Municipio de Cacaulandia-RO,Ministério da Saúde
857538,TRES DE MAIO,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Tres de Maio/RS.,Ministério da Saúde
857539,PALMITINHO,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Palmitinho/RS.,Ministério da Saúde
857540,CERRO LARGO,Implantacao de Melhorias  Sanitarias Domiciliares no Municipio de Cerro Largo/ RS.,Ministério da Saúde
857542,TAPERA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE TAPERA - RS,Ministério da Saúde
