Número Licitação,Objeto
522019,"Pregão Eletrônico -  Aquisição de equipamentos de uso laboratorial (atende às SBP's SABMI nº 036, 044 e 075/2019; SAHEP nº 027/2019; SAMAM nº 003/2018 e 020/2019; SAPAR nº 038/2018, 042, 044 e 049/2019; SAVIR nº 103/2019 e SEMIE nº 009/2019), conforme condições, quantidades e exigências estabelecidas no Instrumento Convocatório."
522019,"Pregão Eletrônico -  Aquisição de Reagentes, solventes e outros"
522019,Aquisição de Materiais de Rede e Telefonia.
522019,Realização de serviço para suprir as necessidades do espaço cultural 32º BIL MTH
522019,Serviço de confecção de carta topográfica.
522019,Aquisição de Areia Quartzo para sistema de filtragem como pré-filtro.
522019,Contratação de Token e Certificados Digitais.
532018,"Pregão Eletrônico -  Aquisição de instrumental cirúrgico para neurocirurgia a fim de atender as demandas do Hospital Universitário Onofre Lopes, filial da Empresa Brasileira de Serviços Hospitalares, por um período de 12 9doze) meses."
532019,Aquisição de formas e cubas tipo GNs para forno combinado.
532019,"Contratação de serviços técnicos de notória especialização por parte do American Association for Laboratory Accreditation - A2LA, para acreditação de acordo com a Norma ISO Guide 34, do Laboratório Materiais de Referência Certificados do CETEM e Despesas Bancárias com Importação."
532019,Aquisição de camisas de malha para o Setor de Aprovisionamento do 4º Dsup.
532019,Aquisição de tecidos pra confecção de faixas a serem usadas pelos formandos dos cursos de graduação do Câmpus Apucarana da UTFPR.
532019,"Pregão Eletrônico -  Registro de preços - 53/2019 - para eventual aquisição de REAGENTES DE HEMATOLOGIA COM COMODATO DE EQUIPAMENTO, para atender as necessidades da MATERNIDADE CLIMÉRIO DE OLIVEIRA, unidade integrante do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último."
532019,"Pagamento de taxa de inscrição da servidora RAIANE MOUSINHO FERNANDES BORGES PALHANO GALVÃO no CURSO DE LEGISLAÇÃO DE PESSOAL NO SERVIÇO PÚBLICO, a ser realizado no período de 30 de outubro a 1º de novembro de 2019 em BRASILIA/DF."
532019,"Pregão Eletrônico -  Introdução de registro de preços , para futura e eventual aquisição de Fraldas para o HUJM."
532019,"Aquisição de materiais em gerais para utilização na Reitoria do Instituto Federal do Espírito Santo, conforme condições, quantidades, exigências e estimativas, estabelecidas no TERMO DE REFERÊNCIA,disponível no linK: https://www.ifes.edu.br,  Aba LICITAÇÕES E CONTRATOS: https://www.ifes.edu.br/licitacoes-e-contratos, REITORIA: ftp://ftp2.ifes.edu.br/licitacoes_e_contratos/Reitoria/. Nos Acessos: LICITAÇÕES-CL/,2019,COTAÇÕES ELETRÔNICAS."
532019,Contratação de serviço de Locação e montagem de estrutura para o evento Circuito de Arte e Cultura do IFMT Campus São Vicente.
532019,Aquisição de material para suprir as necessidades do 32º BIL MTH
532019,"Pregão Eletrônico -  Registro de preços para futura e eventual contratação de empresa especializada no fornecimento de material esportivo, visando atender as necessidades da Secretaria Municipal de Educação e suas 19 (dezenove) instituições escolares."
532019,"Contratação da assinatura do periódico  Middle East Economic Survey MEES, pelo período de 12 (doze) meses   01/08/2019 a 31/07/2020."
532019,Reparo da fibra ótica do museu
532019,"Serviço de revisão preventiva de 40.000 KM, para veículos Nissan Versa, do C Op Esp."
532019,"Treinamento do software REVIT 2019, com instrutor autorizado pelo Autodesk(Authorized Instructor), com disponibilização dos equipamentos e licença durante o treinamento com carga horária de 40h para 15 alunos da Academia Militar das Agulhas Negras."
532019,"Serviço de confecção de carta topográfica, de escala definida, em papel chambril de 90g. Tamanho de 841mm x 1189mm."
532019,"Bandeira do Brasil medindo 3x4,28m em tercido tergal verão com letras e Estrelas silkadas com talha banca contendo 7 ilhos."
532019,"Aquisição de 02 (dois) Quadros Magnéticos de 90x60 - Planejamento Mensal, de Vidro, para atendimento das salas estratégicas do Ministério do Turismo."
532019,Informação protegida por sigilo nos termos da legislação vigente
542018,Pregão Eletrônico -  Aquisição de equipamentos de Proteção individual - EPI nos termos do Edital e seus anexos
542019,"Um (1) aparelho climatizador de ar evaporativo fixo, de parede, para grandes áreas, com vazão mínima de 53000m³/h, INCLUSA INSTALAÇÃO NA CIDADE DE UBERABA. Frete e todos os demais custos inclusos."
542019,Serviço de Capacitação dos membros da CIPA - NR-5.
542019,"Pregão Eletrônico -  Aquisição de materiais permanentes, equipamentos diversos para laboratórios e outros."
542019,"Prestação de serviços para revelação de fotografias para o Concurso de Fotografias: 'O HOMEM E O MEIO AMBIENTE', evento coordenado pelo Prof. Oscar Fussato Nakasato e registrado no DEPEX sob o nº 037/2019."
542019,Aquisição de material de consumo (material diverso para o edital de eventos da PR7 - Encontro de Artes Integradas).
542019,"Contratação de serviço de apoio para realização do Simpósio dos Programas de Pós-Graduação  do Ifes, que ocorrerá nos dias 5 e 6 de setembro de 2019, no Ifes   Campus Vitória."
542019,Pregão Eletrônico -  Registro de Preços para futura aquisição de Pentoxifilina 400mg
542019,Pregão Eletrônico -  Aquisição de PVC / PVDC Cristal 180mm Blister p/ Noack 2
542019,Peça(s) de manutenção por demanda ref. ao Contrato 011/2017 - Body Matrix MR Coil
542019,Aquisição de material para suprir as necessidades do 32º BIL MTH
542019,"Aquisição de peças e insumos para a revisão preventiva de 40.000 KM, de veículos Nissan Versa."
542019,Serviço de decoração do coquetel do aniversário alusiva ao dia do soldado.
542019,Aquisição de material farmacológico.
542019,Atender despesas com sv mnt veiculo
542019,Contratação de cursos (Projeto Soldado cidadão)
552019,Contratação de Van para atendimento de workshop
552019,"Quadros de cortiça tamanho 0.90m x 1,20m para uso como ferramenta do Projeto Integrador que engloba todas as disciplinas do terceiro período do Curso de Tecnologia em Design de Moda."
552019,Execução de serviços para as oficinas do evento: 'Encontro Acadêmico Cultura Africana e Afrodescendente'.
552019,Aquisição de camisas.
552019,Participação de 07 (sete) servidores da Unidade Cardiointensiva da Criança e do Adolescente (UCICA) no curso 'PALS   Suporte Avançado de Vida em Pediatria'.
552019,"Locação de Estabelecimento de Ensino (Faculdade Simonsen), com a finalidade de realização do concurso de Admissão da EsPCEX do corrente ano,que será realizado no mês de setembro."
552019,Aquisição de gêneros alimentícios provenientes do programa de aquisição da agricultura familiar.
552019,Serviço de instalação e corte de carpetes.
552019,Aquisição maquina digital para RP CRO/1
552019,Aquisição de tabalarte e bandeira de OM.
552019,Aquisição de cartucho de tinta.
552019,Atender despesas com mat mnt veiculos
552019,Gêneros alimentícios - Agricultura familiar.
552019,Aquisição de material para atender as necessidades da garagem do 32º BIL Mth
562017,Pregão Eletrônico -  Aquisição de Materiais de Consumo para a UTI Infantil do HCE.
562018,Pregão Eletrônico -  Aquisição de carros coletores e seladoras nos termos do Edital e seus anexos
562019,"Pregão Eletrônico -  Aquisição de sacos plásticos para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica contida no Anexo I do Instrumento Convocatório."
562019,Serviços de manutenção preventiva em Equipamento de Laboratório.
562019,Para atender as necessidades do gabinete de direção da FM da UFRJ em aquisição de serviços de hidráulica.
562019,"Pregão Eletrônico -  O presente pregão tem por objeto a aquisição de materiais de expediente e de processamento de dados, conforme condições, quantidades e exigências estabelecidas em Edital."
562019,Aquisição de Material de Consumo (Material para ser utilizado na Semana de Integração Acadêmica)
562019,Aquisição de materiais para a realização de manutenção predial no Campus Viana do Instituto Federal do Espírito Santo.
562019,"Pregão Eletrônico -  Aquisição de material de consumo medicamentos de linha geral (enoxaparina, loção oleosa de ácidos graxos, mesna, entre outros)."
562019,Aquisição de fita centrifuga digital de bancada.
562019,Contratação de seguro coletivo
562019,Aquisição de Material Hospitalar para aplicação em cirurgia neurocirurgica.
562019,Aquisição de saco de lixo a fim de atender necessidade do batalhão.
562019,Serviço e instalação de carpete.
562019,Aquisição de material farmacológico.
562019,O objeto desta dispensa é a contratação de serviço de agenciamento de passagem aérea.
562019,Manutenção e conserv. de bens imoveis
562019,Serviço de confecção de banner
562019,Gêneros alimentícios - Agricultura familiar.
562019,Serviço de Manutenção de Viaturas do 32º BIL Mth
572019,Pneu 235/70 R16 (caminhonetes JIZ 0926 e FLK6300)
572019,Serviços alimentação no site institucional do INT
572019,Aquisição de material de consumo (rolo de adesivo vinil).
572019,"Aquisição de serviço de manutenção de equipamento destinado à pesquisa científica e tecnológica da UNIPAMPA, campus Uruguaiana. A complementação da descrição encontra-se no processo."
572019,"Contratação de empresa especializada para retirada de forro, divisórias, drywall e piso, para execução da  segunda etapa da readequação dos ambientes do mezanino da sede da Reitoria, conforme Termo de Referencia e seus anexos.."
572019,"Pregão Eletrônico -  Aquisição de 3.675.240 unidades de Nicotina, 2 mg, goma de mascar."
572019,Aquisição de uma Maquina Fotográfica Completa. OBSERVAR COM ATENÇÃO O DESCRITIVO NO CAMPO  'OBSERVAÇÕES GERAIS'.
572019,Aquisição de material para manutenção de bens imóveis.
572019,"Aquisição de passagens Rodoviarias , com a finalidade de atender 15(quinze) militares da Escola de Instrução Especializada ,em PCI do Curso DQBRN."
572019,Ribbon ColoridoYMCKOK 200 Imagens PN 045010. Impressora Fargo DTC 1.000.
572019,"Aquisição de gêneros alimentícios para atender as necessidades do 53º BIS, utilizando a chamada pública nº 01/2019."
572019,"Aquisição de colete salva vida classe V, tipo jaleco, cor camuflada."
572019,Aquisição de passagem aérea para militar em missão Nacional.
572019,Serviço de link de internet compartilhado
572019,Contratação de empresa para a prestação do serviço de calibração dos instrumentos de medição de temperatura e umidade (Termohigrômetro) pertencentes ao Laboratório de Metrologia do Parque de Material de Eletrônica do Rio de Janeiro (TLAI/PAME-RJ).
572019,Contratação de cursos (Projeto Soldado Cidadão).
582019,"Confecção de cartão de produto 'Carabina 7,62 IA2', em papel couchê 300 gramas, em 4/4 cores, laminaço BOPP fosco, verniz localizado, tamanho 9x5 cm - 4.000 (quatro mil) unidades."
582019,"Pregão Eletrônico -  Aquisição de cadeiras de rodas para o Hospital Metropolitano Odilon Behrens, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório. Esta licitação é exclusiva para microempresas   ME e empresas de pequeno porte   EPP."
582019,Participação em Curso Externo
582019,Aquisição de contador de fluxo solicitado pela Biblioteca Central Zila Mamede (BCZM)
582019,Pregão Eletrônico -  Contratação de empresa para a prestação de serviços terceirizados de Auxiliar de Saúde Bucal e de Técnico em Necropsia para o Departamento de Odontologia e Departamento de Morfologia da Universidade Federal de Sergipe.
582019,"Participação do servidor José Ricardo Fernandes no curso  Planejamento e Organização de Almoxarifado na Administração Pública , que será realizado na cidade do Rio de Janeiro/RJ no período de 11 a 13 de setembro de 2019."
582019,Manutenção dos 2(dois) equipamentos de proteção elétrica (no-breaks) utilizados no Datacenter do Ifes Campus Viana.
582019,Aquisição de material para a proteção e segurança da OM.
582019,"Aquisição de Software/programa de computador, com o objetivo de ser utilizado nas seções AD/5."
582019,O objeto desta dispensa de licitação é a contratação de serviço de emissão de passagem aérea para militar em missão.
582019,Curso de auxiliar veterinário.
592019,"Pregão Eletrônico -  Contratação de empresa especializada em manutenção corretiva e preventiva com substituição de peças originais para reposição em equipamentos de raios X da marca SHIMADZU, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório."
592019,Contratação de Serviços autônomos de Apoio Administrativo
592019,Pagamento de taxas e seguro obrigatório das viaturas oficiais NXT 9420 e NXT 9460 - exercicio 2019.
592019,"Pregão Eletrônico -  Conserto de 01 APARELHO CRANIÓTOMO TREPANO E DRILL PNEUMÁTICO,  MARCA  MICRODENT, MODELO DRILL TREPANO EVOLUTION"
592019,Inscrição no Internacional Fish Congress & Fixh Expo Brasil 2019
592019,"Contratação de serviço de locução para o período de 10 de setembro a 08 de dezembro de 2019, nos turnos matutino e vespertino, 5 horas por turno, a ser prestado à Rádio FM Universitária, solicitado pela Superintendência de Comunicação/UFRN."
592019,"Pregão Eletrônico -  Registro de Preço, consignado em ata, pelo prazo de 12 (doze) meses, para eventual aquisição de INSUMOS LABORATORIAIS do Hospital Universitário da Universidade Federal do Piauí   HU/PI, gerido pela Empresa Brasileira de Serviços Hospitalares   EBSERH."
592019,Aquisição de material de proteção e segurança.
592019,Contratação de empresa especializada para a prestação de serviço de limpeza de dutos do sistema de ar condicionado dos ambientes climatizados do escritório central da EPE no edifício RB1 no Rio de Janeiro.
592019,Acabamento Quebra Mola Borracha AM/PT 35x35x5 hyper.
592019,"Chamada Pública n  01/2019 para aquisição de gêneros alimentícios da Agricultura familiar, conforme parte requisitória n  16-APROV de 29 de maio de 2019."
592019,Contração de serviço de telecomunicação.
592019,"Atende despesas com passagens rodoviárias, para o deslocamento de militar a fim de participar da 5ª Reunião de Acompanhamento do Contrato 120/2016-colog/Dmat a ser realizada no período de 16 a 19 de setembro de 2019 na cidade de Cascavel-PR."
592019,Aquisição de 04 Kits ELISA DON (deoxinivalenol) AgraQuant® DON - 96 poços  Faixa de Quantificação: 250-5000 ppb  Limite de Detecção: 200 ppb  Quantidade: 3 kits cod 10002106 e 01 10002111  Marca Romer labs - justificamos o pedido por este fornecedor para fins de padronização com resultados já obtidos e por participar de interlaboratoiral para verificação de resultados desta empresa.
602019,Pregão Eletrônico -  Aquisição de material de consumo tipo (LENTES OFTALMOLÓGICAS INTRAOCULARES DIVERSAS).
602019,"Pregão Eletrônico -  Compra de materiais da família - Grupo Gerador Portátil- 10 KVA, conforme especificado no termo de referência (ANEX01)."
602019,Pregão Eletrônico -  Aquisição de produtos para atender ao Serviço de Nefrologia (Conjunto (kit) mensal para APD e outros).
602019,Pregão Eletrônico -  Implantação de Registro de preços para aquisições futuras e eventuais de Materiais de consumo para Saúde - Ostomias;
602019,"Pregão Eletrônico -  Registro de preços para eventual Aquisição de Material Hospitalar (Colchão com compressor, Agulha hipodérmica e Outros)"
602019,"Pregão Eletrônico -  Aquisição de materiais de uso laboratorial tais como: Medicamentos, kit's reagentes, soluções, etanol, meios de cultura, anticorpos, oligos e etc."
602019,"Pagamento Da Publicação' Multidimensional Analysis Of Food Consumption Reveals A Unique Dietary Profile Associated With Overweight And Obesity In Adolescentes ' Na Revista É Nutrientes,  Editora MDPI."
602019,Aquisição de luminárias de emergência e os insumos para sua instalação para atender às necessidades de segurança da Gerência Regional da Anatel do Rio Grande do Sul (GR05).
602019,Aquisição de Material Hospitalar para aplicação em cirurgia
602019,Pregão Eletrônico -  Aquisição de peças para Harley Davidson do 7º Batalhão de Polícia do Exército.
602019,Aquisição de material de consumo para mnt das instalações da área de lazer da Gu de Santiago-RS
602019,Prestação de Serviço (Manutenção e Conservação de Bens Imóveis).
602019,Atende aquisição de serviço de seleção e treinamento em proveito do 8 r c mec
602019,Aquisição de material de consumo e de medicamentos em apoio à Seção de Saúde/34ºBIMec
602019,Aquisição de produtos de P&D. Reagentes químicos.
612019,"Pregão Eletrônico -  Aquisição de medicamentos padronizados de uso essencial na urgência e emergência para atender a demanda do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório."
612019,Pagamento de taxas e seguro obrigatório das viaturas oficiais NXT 9420 e NXT 9460 - exercicio 2019.
612019,"Instalação do grupo gerador de 20KVA no Bloco de laboratório L do Centro de Ciências Agrárias, Ambientais e Biológicas - CCAAB."
612019,Prestação de serviço de manutenção em ordenhadeira mecânica do Campus Bambuí.
612019,"Pagamento de Publicação Do Artigo Intitulado: ' Infecção Natural Por Leishmania Infantum Na População De Lutzomia Longipalpis De Uma Costa Endêmica' da Dra. Deborah Fraga (Laboratório Laiphe),  pela Plos, Invoice PAB246623"
612019,Aquisição de platinas para suprir a necessidade da divisão de comunicação social do Comando da 11ª RM
612019,Pagamento de prestação de serviço em apoio às comissões de provas.
612019,"Pregão Eletrônico -  Aquisição de material permanente para o Sistema de Segurança Eletrônica da EEAR, conforme condições, quantidades, exigências e estimativas, estabelecidas neste instrumento."
622019,"Pregão Eletrônico -  Registro de preços consignado em ata para aquisição de aparelho de Raio X digital para o Hospital Metropolitano Odilon Behrens, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório."
622019,Aquisição de 2 exemplares da Norma ABNT NBR ISO 19011:2018
622019,"Serviço, CONTROLE DE QUALIDADEEXTERNO EM ANÁLISES CLÍNICAS, KITSDIVERSAS ÁREAS, PERÍODO 12 MESES."
622019,"Pregão Eletrônico -  Aquisição de insumos de uso laboratorial (atende aos SBC's SAARB 6.3-002/2019; SAHEP 003, 006 e 007/2019; SAMAM 060/2018, 031, 076, 094 e 119/2019)."
622019,"Pagamento em Evento de Capacitação para Servidoras Daniela Cerqueira, Hilda Carolina e Maria Julia no Curso de Desenvolvimento de Coordenadores e Supervisores na Empresa Integração Escola de Negócios nos dias 16/09 e 17/09, em Belo Horizonte - MG."
622019,"Aquisição de ORGANIZADOR EM PLASTICO TIPO PVC RÍGIDO, CAPACIDADE APROXIMADA 56,1L, MEDIDAS APROXIMADAS: DIMENSÕES 56,4 X 38,5 X 37,1 CM (PROFUNDIDADE, LARGURA, ALTURA )"
622019,Serviço de Seleção e Treinamento.
622019,Aquisição de material hospitalar em apoio a enfermaria do batalhão
622019,Contratação de serviço de manutenção de equipamento médico-hospitalar.
632019,"Pregão Eletrônico -  Aquisição de refil de álcool em espuma com fornecimento de dispensadores em regime de comodato para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório. Esta licitação é exclusiva para microempresas   ME e empresas de pequeno porte   EPP."
632019,Aquisição de materiais elétricos para o INMA.
632019,Aquisição de materiais de expediente e tinta spray
632019,Pregão Eletrônico -  Registro de Preços para Eventual Compra de Medicamentos para Transplante Renal Pediátrico.
632019,"Pregão Eletrônico -  Registro de preços 63/2019 - para eventual aquisição de INSUMOS DE ESTERILIZAÇÃO POR PERÓXIDO DE HIDROGÊNIO COM COMODATO, para atender as necessidades da MATERNIDADE CLIMÉRIO DE OLIVEIRA e do HOSPITAL ANA NERY, unidades integrantes do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último."
632019,Certificado digital validação de domínio assinatura 3 anos.
632019,"Serviço de Apoio Administrativo, Técnico e Operacional."
632019,"Serviço gráfico em banner de lona com 1,20 X 0,90m."
632019,Aquisição de suporte para tv lcd/led/plasma/3d de '23 a 40' articulado.
642019,"Pregão Eletrônico -  Aquisição de materiais médico hospitalares para assistência em cirurgia geral, neurocirurgia e cirurgia vascular em regime de consignação para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica contida no Anexo I do Instrumento Convocatório."
642019,Aquisição de materiais e serviços para manutenção de veículos do INMA ( Space fox).
642019,"Pregão Eletrônico -  Contratação de empresa especializada para execução dos serviços Gráficos de Segurança para Impressão, Montagem, Dobra e Grampeamento AUTOMÁTICOS de Caderno de Provas e impressão de materiais auxiliares utilizados nos processos seletivos da UFGD."
642019,"Pregão Eletrônico -  Aquisição de material odontológico, médico e laboratorial, conforme condições, quantidades e exigências estabelecidas no edital e seus anexos."
642019,Reagentes e materiais químicos para Pós Graduação
642019,"Pregão Eletrônico -  Aquisição de Materiais de Consumo - Construção Civil I para o Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina, IFSC."
642019,Compra de 4 mangueiras de irrigação para o Campus Sabará.
642019,"Trata o presente da Locação do imóvel para sediar a Agência Regional da SRT em Santo André-SP, localizado na Av. Dom Pedro II nº 1403, Campestre, Santo André-SP, locador Sr. Válter Sérgio Merola, CPF 860.964.708-04, pelo prazo de 4 meses, setembro a dezembro de 2019, no valor total de R$ 37.346,48."
642019,Serviço de manutenção e conservação de máquinas e equipamentos.
642019,Contratação de cursos para atender o Projeto Soldado Cidadão
642019,Pregão Eletrônico -  Aquisição de Insumos Ambientais.
652019,"Pregão Eletrônico -  Registro de preços consignado em ata para aquisição de monitores de radiação portátil para o Hospital Metropolitano Odilon Behrens, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório."
652019,Aquisição de materiais de consumo para o INMA.
652019,Aquisição de reagentes.
652019,Aquisição de material de consumo capa e cozinha.
652019,"Pregão Eletrônico -  Fornecimento de refeição do tipo quentinha comercial (marmitex) e/ou lanches (sanduíches) durante as operações do meio circulante do Banco Central, em Brasília DF."
652019,Aquisições de materiais pra uso no gabinete odontológico da UTFPR Câmpus Pato Branco.
652019,Resistência pós graduação Zootecnia
652019,Serviços de tratamento de água e esgoto  Contratação de empresa especializada para prestação de serviços de tratamento de água e manutenção da rede hidráulica e de esgoto.
652019,"Pregão Eletrônico -  Aquisição de insumos para laboratório, acessórios para eletroforese e QIAcube"
652019,Bucha da bandeja suspensão e braço auxiliar da direção.
662019,Contratação de serviços de apoio à Divulgação Científica para o Instituto Nacional da Mata Atlântica (INMA)
662019,"Pregão Eletrônico -  Registro de preços para a eventual aquisição de válvulas de retenção em ferro fundido, conforme Termo de Referência e Ordem de Licitação nº 6664/2019   GSL."
662019,Manutenção de equipamento industrial.
662019,"Pregão Eletrônico -  A presente licitação, na modalidade Pregão Eletrônico, para Registro de Preços, tem por objeto a futura e eventual  AQUISIÇÃO DE PAPEL TOALHA, COM DISPENSADOR EM COMODATO  destinado a atender a Fundação Santa Casa  de Misericórdia, conforme exigências e especificações técnicas, estabelecidas neste Edital e seus anexos"
662019,"Pregão Eletrônico -  Contratação dos serviços de Auxiliar de Arquivo, com a utilização de 146 (cento e quarenta e seis) Unidade(s) de Serviço (US), e de 4 (quatro) Unidades de Serviço (US) de Supervisor de Serviço, para o Centro Administrativo Presidente Getúlio Vargas   CAPGV em Fortaleza - CE."
662019,Aquisição de sistema de tratamento de agrotóxico
662019,Purificador de agua para a Diretoria - copa
662019,Contratação de empresa para treinamento de servidor (PEA 2019)
662019,Aquisição de material de expediente - etiqueta transparente.
662019,"Aquisição de gêneros de alimentação para atender o programa de aquisição de alimentos - PAA, conforme preve a lei 11.326 de 2006 e Art 17 da lei 12512. Chamada pública nr 02/19 160014 - Cmdo 12ª RM."
662019,Cursos de qualificação junto ao SEST-SENAT - LAGES-SC (Serviço Social do Transporte / Serviço Nacional de Aprendizagem do Transporte)
662019,Serviço de Manutenção Preventiva / Corretiva (Van Ducato)
672019,"Pregão Eletrônico -  Registro de preços consignados em ata para aquisição de acessórios para equipamentos da marca CMOS DRAKE para tender a demanda do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 (doze) meses, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório. Esta licitação é exclusiva para microempresas   ME e empresas de pequeno porte   EPP."
672019,Tapetes/capachos para o prédio sede do CETENE
672019,Aquisição de Token A3 SERPRO.
672019,Aquisição de lâmpada ultra violeta.
672019,Manutenção CORRETIVA BOMBA DE LAVAR - MARCA WAYNE - RP-707122
672019,Pagamento de inscrição de servidor da Fundação Universidade Federal do ABC   UFABC no Evento de capacitação: VALORAÇÃO E PRECIFICAÇÃO DE TECNOLOGIAS E ATIVOS DE PROPRIEDADE INTELECTUAL.
672019,Aquisição de gases especiais para utilização nos equipamentos CG-EM e TGA do Depto de Mecânica e na Central de Análises da UTFPR Câmpus Pato Branco - PR
672019,"Pregão Eletrônico -  Registro de preços - 67/2019 - para eventual aquisição de REAGENTES COM COMODATO DE EQUIPAMENTO, para atender as necessidades do LABORATÓRIO DE IMUNOLOGIA E BIOLOGIA MOLECULAR (LABIMUNO)   ICS, unidade integrante do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último."
672019,"Apoio ao Projeto MBA em Gestão Empresarial Estratégica - 2º Semestre/2019. Custo Operacional R$ 54.486,00."
672019,"Aquisição, via importação direta, de padrões de referência."
672019,Pregão Eletrônico -  Aquisição de material de consumo hospitalar Serviço de Hemodinâmica adulto
672019,Contratação de empresa para treinamento e aperfeiçoamento de pessoal.
672019,Prestação de serviço de Assistência Domiciliar. Prazo de Vigência: 04/09/2019 a 03/09/2020.
672019,Aquisição de Material Manutenção Bens Móveis.
672019,Aquisição de Certificado Digital.
672019,Aquisição de memória Flash USB 3.0 - Armazenamento:8GB velocidade de leitura 150mb/s ou maior. Compatibilidade USB 2.0/3.0
672019,Aquisição de material de consumo tipo medicamentos.
672019,Conferência de Ensino à Distância
682019,Pregão Eletrônico -  Eventual aquisição de gás liquefeito de petróleo - P13 e P45
682019,"Pregão Eletrônico -  Registro de Preços consignado em ata para contratação de laboratório especializado na realização de exames radiológicos contrastados para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica contida no Anexo I do Instrumento Convocatório."
682019,Manutenção Preventiva no Equipamento UV-VIS Cary 100/300 Spectrometer
682019,Locação de Plataforma Aerea para troca de Luminárias no Campus MCTIC/NE
682019,Aquisição de Token A3 - SERPRO
682019,Contratação de empresa especializada em manutenção e substituição das baterias dos nobreak's ICP e LC-MS.
682019,Aquisição de bandeiras para uso do 7º BIB na Operação Ibicuí.
682019,Pregão Eletrônico -  Aquisição de MACRO CENTRÍFUGAS de bancada
682019,Contratação de pessoa jurídica que possua interesse em prestar serviços de distribuição e comercialização de livros da Editora UFABC - EdUFABC.
682019,Contratação de empresa para conserto de fonte AC do Programa de Pós-Graduação em Engenharia Elétrica   PPGEE do Câmpus Pato Branco da UTFPR.
682019,"Apoio ao Projeto Especialização em Direito Processual com ênfase em Direito Privado. Custo operacional R$ 74.248,20."
682019,Pregão Eletrônico -  Registro de preços visando a eventual aquisição de Materiais de Neurocirurgia com cessão de gerador de radiofrequencia para o Hospital das Clínicas da UFPE.
682019,"Pregão Eletrônico -  Contratação de empresa especializada para a prestação de serviços continuado de manutenção corretiva por demanda, incluindo restauração, reparo, gerenciamento visual (codificação por cores de instrumentais cirúrgicos e, aço inox) e identificação eletroquímica de instrumentais cirúrgicos."
682019,"Inscrição de 1 (um) empregado da EPE no curso online  Regulation of the Power Sector , a ser realizado no período de 18/11/2019 a 20/03/2020."
682019,"Contratação de 3 (três) Inscrições no curso aberto 'V Curso de Excel Avançado Aplicado ao Setor Público', a ser realizado na cidade de Brasília-DF, previstas para os dias 9 a 13 de setembro de 2019, com carga-horária de 20 (vinte) horas/aula."
682019,Material de Limpeza e Produto de Higienização - 22
682019,Eventual aquisição de colchões de espuma de solteiro.
682019,Aquisição material para a semana da pátria.
682019,Prestação de Serviço de Emissão de Bilhete de passagem Aérea Nacional e Internacional.
682019,Realização de vistorias em viaturas de grande e médio porte.
682019,Suporte Tripé para Caixa de Som
692018,Pregão Eletrônico -  Aquisição de medicamentos comuns de uso hospitalar
692019,"Pregão Eletrônico -  Aquisição de cateteres, termômetros, barra de erich, kit esclerose, gel para ultrassonografia e cabo marcapasso para atender a demanda de forma contínua do Hospital Metropolitano Odilon Behrens e suas unidades por um período de 12 meses, conforme especificação técnica contida no Anexo I do Instrumento Convocatório."
692019,Aquisição de 14 placa de acrílico sob medida.
692019,Aquisição de reagente cod. H8126 para laboratório.
692019,"Pregão Eletrônico -  Prestação de serviços técnicos especializados, continuados, de licenciamento do produto Microsoft Windows 10 Enterprise, na modalidade LICENCIAMENTO ENTERPRISE AGREEMENT SUBSCRIPTION - EAS, para atualização do sistema operacional das estações de trabalho do Poder Judiciário do Estado do Rio de Janeiro, pelo prazo de 12 (doze)  meses, conforme especificado no Termo de Referência (Anexo I)."
692019,Serviço de limpeza e desinfecção das caixas d`água da Unidade.
